Address,Unit,MAR,Date,Bedrooms
1201 IDAHO AVE,11,0,,0
1201 IDAHO AVE,12,0,,0
1201 IDAHO AVE,13,0,,0
1201 IDAHO AVE,2,3095,9/1/2023,1
1201 IDAHO AVE,3,2503,5/25/2021,1
1201 IDAHO AVE,4,3095,3/20/2024,1
1201 IDAHO AVE,5,996,,2
1201 IDAHO AVE,6,2758,8/28/2021,1
1201 IDAHO AVE,7,2823,5/7/2016,1
1201 IDAHO AVE,8,2771,12/1/2022,1
1201 IDAHO AVE,9,2771,12/8/2022,1
1214 IDAHO AVE,1,2938,11/1/2021,2
1214 IDAHO AVE,10,4638,6/1/2022,3
1214 IDAHO AVE,2,2118,6/1/2022,2
1214 IDAHO AVE,3,2412,6/1/2020,1
1214 IDAHO AVE,4,2495,8/1/2024,1
1214 IDAHO AVE,5,4695,3/22/2024,3
1214 IDAHO AVE,6,3608,12/15/2020,3
1214 IDAHO AVE,7,3213,5/4/2021,2
1214 IDAHO AVE,8,3447,1/15/2020,2
1214 IDAHO AVE,9,3963,11/1/2016,3
1221 IDAHO AVE,,3874,11/1/2004,2
1221 IDAHO AVE,A,3496,10/1/2004,1
1221 IDAHO AVE,B,3115,10/25/2003,1
1225 IDAHO AVE,,3386,4/1/2004,1
1225 IDAHO AVE,A,3406,7/15/2003,1
1225 IDAHO AVE,B,3451,7/15/2001,1
854 EUCLID ST,,3334,6/15/2005,1
856 EUCLID ST,,3547,8/15/2004,1
858 EUCLID ST,,3496,5/1/2005,1
850 2ND ST,101,2807,7/9/2012,1
850 2ND ST,102,2003,,2
850 2ND ST,103,4288,8/7/2024,2
850 2ND ST,104,3481,1/1/2022,1
850 2ND ST,105,6148,7/1/2024,2
850 2ND ST,106,1416,,1
850 2ND ST,107,1507,,2
850 2ND ST,108,3613,1/22/2021,2
850 2ND ST,109,1350,,1
850 2ND ST,110,3385,12/3/2021,1
850 2ND ST,111,3688,6/26/2024,2
850 2ND ST,112,5388,11/4/2023,2
850 2ND ST,114,3513,1/4/2021,2
850 2ND ST,115,3388,11/1/2023,1
850 2ND ST,116,3413,4/15/2021,1
850 2ND ST,201,3858,2/15/2024,1
850 2ND ST,202,1576,,2
850 2ND ST,203,1437,,2
850 2ND ST,204,4351,9/11/2021,2
850 2ND ST,205,1507,,2
850 2ND ST,206,3201,6/19/2021,1
850 2ND ST,207,4318,10/30/2023,2
850 2ND ST,208,2390,1/1/2002,1
850 2ND ST,209,3683,4/29/2017,1
850 2ND ST,210,3564,8/19/2023,1
850 2ND ST,211,3931,7/1/2022,2
850 2ND ST,212,3020,4/20/2009,2
850 2ND ST,214,3613,1/20/2021,2
850 2ND ST,215,3615,6/1/2022,1
850 2ND ST,216,3764,9/15/2022,1
850 2ND ST,217,4261,1/1/2022,2
850 2ND ST,218,4484,11/1/2022,2
850 2ND ST,301,7543,2/15/2022,2
850 2ND ST,303,4564,5/25/2023,1
850 2ND ST,304,4518,3/20/2024,2
850 2ND ST,305,7078,10/1/2017,2
850 2ND ST,306,1447,,1
850 2ND ST,307,4564,12/15/2022,2
850 2ND ST,308,3913,3/1/2021,2
850 2ND ST,309,3984,2/24/2023,1
850 2ND ST,310,2685,6/1/2007,1
850 2ND ST,311,2785,7/14/2010,1
850 2ND ST,312,2650,1/15/2003,1
850 2ND ST,314,4164,3/18/2023,2
850 2ND ST,315,1263,,1
850 2ND ST,316,1332,,1
850 2ND ST,317,4461,9/24/2021,2
850 2ND ST,318,4646,11/1/2017,2
1315 IDAHO AVE,1,3952,8/1/2020,2
1315 IDAHO AVE,2,1745,5/1/2021,0
1315 IDAHO AVE,3,1900,12/1/2024,1
1315 IDAHO AVE,4,2943,9/1/2021,2
1315 IDAHO AVE,5,731,,0
1315 IDAHO AVE,6,3338,3/1/2017,1
1315 IDAHO AVE,7,1854,3/1/2023,1
1319 IDAHO AVE,1,1989,3/1/2012,1
1319 IDAHO AVE,2,2256,12/1/2014,1
1319 IDAHO AVE,3,1988,9/1/2010,1
1319 IDAHO AVE,4,2189,12/1/2014,1
1319 IDAHO AVE,5,1818,10/1/2014,1
1319 IDAHO AVE,6,1703,9/1/2011,1
1319 IDAHO AVE,7,3139,5/1/2008,2
1324 IDAHO AVE,A,956,,1
1324 IDAHO AVE,B,1030,,2
1324 IDAHO AVE,C,2206,9/1/2006,1
1324 IDAHO AVE,D,1030,,2
1324 IDAHO AVE,E,2445,5/10/2014,1
1324 IDAHO AVE,F,2478,11/1/2016,1
1325 IDAHO AVE,1,1362,,1
1325 IDAHO AVE,2,1029,,0
1325 IDAHO AVE,3,2458,12/1/2012,2
1325 IDAHO AVE,4,1636,2/1/2021,0
1325 IDAHO AVE,5,921,,0
1325 IDAHO AVE,6,2355,1/1/2017,1
1401 IDAHO AVE,,2963,10/1/2020,2
1403 IDAHO AVE,,2500,12/16/2023,2
1405 IDAHO AVE,,3047,5/20/2020,2
1407 IDAHO AVE,,2847,6/5/2020,2
1409 IDAHO AVE,,2713,5/1/2021,2
857 14TH ST,,2445,10/23/2013,2
1419 IDAHO AVE,,3278,10/23/2015,1
1425 IDAHO AVE,,1944,7/1/2013,1
1431 IDAHO AVE,,3326,4/13/2023,1
1430 IDAHO AVE,A,0,,3
1430 IDAHO AVE,B,956,,1
1430 IDAHO AVE,C,3034,9/1/2018,1
1430 IDAHO AVE,D,5000,6/1/2024,3
1430 IDAHO AVE,E,3252,5/1/2012,3
1430 IDAHO AVE,F,3628,8/1/2016,3
1501 IDAHO AVE,,3076,2/1/2023,1
1503 IDAHO AVE,,1875,9/1/2005,1
1505 IDAHO AVE,,1934,8/15/2009,1
1509 IDAHO AVE,,0,,2
1517 IDAHO AVE,,3450,8/4/2024,2
1527 IDAHO AVE,,3328,12/27/2017,2
858 16TH ST,,5752,4/15/2020,3
1520 IDAHO AVE,,2591,5/1/2024,1
1520 IDAHO AVE,1/2,1955,3/20/2021,1
1522 IDAHO AVE,,2500,8/15/2021,1
902 16TH ST,A,3341,5/1/2024,1
902 16TH ST,B,3420,8/24/2018,2
904 16TH ST,A,2805,7/16/2021,2
904 16TH ST,B,3741,8/1/2024,2
1603 IDAHO AVE,,1075,,2
1605 IDAHO AVE,,2508,5/1/2011,2
1607 IDAHO AVE,,1227,,2
1609 IDAHO AVE,,956,,2
1611 IDAHO AVE,,1943,,2
1615 IDAHO AVE,,1544,,2
1604 IDAHO AVE,,4584,5/19/2019,2
1606 IDAHO AVE,,3500,2/1/2024,2
1608 IDAHO AVE,,1476,,2
1610 IDAHO AVE,,1222,2/1/2012,0
1612 IDAHO AVE,,2943,7/1/2022,1
1614 IDAHO AVE,,2943,7/23/2022,1
1702 IDAHO AVE,A,1659,,0
1702 IDAHO AVE,B,1583,,1
1702 IDAHO AVE,C,1008,,2
1709 IDAHO AVE,,2425,2/1/2024,0
1711 IDAHO AVE,,3504,7/1/2012,1
1717 IDAHO AVE,,2603,1/1/2015,0
1717 IDAHO AVE,1/2,2551,2/1/2015,0
1720 IDAHO AVE,,1786,,2
1720 IDAHO AVE,A,1000,,1
1722 IDAHO AVE,,2984,1/15/1999,2
1803 IDAHO AVE,,899,9/15/2016,1
1805 IDAHO AVE,,2893,4/1/2022,1
1807 IDAHO AVE,,2838,5/7/2022,0
1809 IDAHO AVE,,2976,11/1/2022,1
1813 IDAHO AVE,,2613,12/15/2020,1
1815 IDAHO AVE,,3452,5/23/2020,2
1810 IDAHO AVE,,5363,6/1/2017,1
1812 IDAHO AVE,,3378,7/5/2016,1
1814 IDAHO AVE,,2613,11/1/2020,1
1816 IDAHO AVE,,1316,,1
1820 IDAHO AVE,1,0,,0
1820 IDAHO AVE,2,0,,2
1820 IDAHO AVE,3,0,,0
1820 IDAHO AVE,4,0,,0
1820 IDAHO AVE,5,2187,,2
1820 IDAHO AVE,6,0,,0
1820 IDAHO AVE,7,1894,,1
1903 IDAHO AVE,,3250,2/10/2024,1
1907 IDAHO AVE,,3859,6/10/2019,2
1909 IDAHO AVE,,3076,11/26/2022,1
1911 IDAHO AVE,,3176,1/4/2023,1
1913 IDAHO AVE,,1915,8/1/2003,1
857 19TH ST,,3324,10/1/2012,2
1912 IDAHO AVE,,1102,1/1/2001,1
1914 IDAHO AVE,,2800,12/6/2023,1
1916 IDAHO AVE,,2678,2/14/2022,1
901 19TH ST,A,5784,7/10/2019,3
901 19TH ST,B,3312,8/14/2008,2
901 19TH ST,C,2603,5/22/2021,1
901 19TH ST,D,3050,2/28/2014,2
1929 IDAHO AVE,,6328,8/10/2018,3
858 20TH ST,A,2535,2/10/2017,1
858 20TH ST,B,2377,12/7/2015,1
858 20TH ST,C,2094,8/7/2018,0
1930 IDAHO AVE,3,3294,,4
2020 IDAHO AVE,A,5128,2/1/2018,2
2020 IDAHO AVE,B,5884,10/22/2018,3
2020 IDAHO AVE,C,3585,8/1/2007,2
2020 IDAHO AVE,D,3955,7/26/2014,2
2020 IDAHO AVE,E,3813,3/15/2021,2
2020 IDAHO AVE,F,3259,6/26/2005,2
203 IDAHO AVE,,6288,6/15/1999,2
205 IDAHO AVE,,969,,2
207 IDAHO AVE,,6288,6/1/1999,2
209 IDAHO AVE,,892,,2
2103 IDAHO AVE,A,2513,1/31/2012,2
2103 IDAHO AVE,B,2313,10/14/2013,1
2103 IDAHO AVE,C,1064,,1
2103 IDAHO AVE,D,2382,3/1/2022,1
2103 IDAHO AVE,E,3178,6/16/2016,2
2103 IDAHO AVE,F,2963,3/15/2021,2
216 IDAHO AVE,1,905,,2
216 IDAHO AVE,2,2607,9/15/2010,2
216 IDAHO AVE,3,3747,11/10/2019,2
216 IDAHO AVE,4,3579,1/1/2019,2
222 IDAHO AVE,1,1100,,1
222 IDAHO AVE,10,2893,3/25/2022,1
222 IDAHO AVE,2,2395,8/15/2024,1
222 IDAHO AVE,3,2122,11/15/2005,1
222 IDAHO AVE,4,2059,12/1/2010,1
222 IDAHO AVE,5,2248,11/20/2018,0
222 IDAHO AVE,6,2753,7/1/2015,2
222 IDAHO AVE,7,2595,6/15/2024,1
222 IDAHO AVE,8,3000,9/1/2024,1
222 IDAHO AVE,9,1636,11/16/2020,1
228 IDAHO AVE,1,2593,1/19/2022,1
228 IDAHO AVE,10,2826,7/1/2023,1
228 IDAHO AVE,2,3026,2/15/2023,1
228 IDAHO AVE,3,2593,2/4/2022,1
228 IDAHO AVE,4,2713,12/19/2020,1
228 IDAHO AVE,5,2060,7/1/2023,0
228 IDAHO AVE,6,3000,9/1/2024,2
228 IDAHO AVE,7,2900,9/23/2023,1
228 IDAHO AVE,8,2900,2/1/2024,1
228 IDAHO AVE,9,2838,5/13/2022,1
2406 IDAHO AVE,,2682,7/15/2004,1
903 24TH ST,,3706,11/15/2011,2
901 3RD ST,101,5071,6/1/2023,2
901 3RD ST,102,1751,,3
901 3RD ST,103,5071,1/20/2023,2
901 3RD ST,104,4713,2/1/2021,2
901 3RD ST,105,1471,,2
901 3RD ST,201,2000,,2
901 3RD ST,202,3176,4/13/2012,2
901 3RD ST,203,4000,2/15/2024,1
901 3RD ST,204,1667,,2
901 3RD ST,205,4247,8/2/2020,1
901 3RD ST,206,4838,2/12/2022,2
901 3RD ST,207,4138,8/1/2022,1
901 3RD ST,208,4247,5/14/2020,2
901 3RD ST,209,1643,,2
901 3RD ST,301,5626,2/17/2023,2
901 3RD ST,302,4971,11/20/2022,2
901 3RD ST,303,2408,1/10/2015,1
901 3RD ST,304,5326,12/19/2022,2
901 3RD ST,305,2336,3/29/2012,1
901 3RD ST,306,3435,3/1/2014,2
901 3RD ST,307,2312,8/24/2013,1
901 3RD ST,308,4408,4/21/2021,2
901 3RD ST,309,4608,5/23/2021,2
901 3RD ST,401,1704,,2
901 3RD ST,402,5626,1/1/2023,2
901 3RD ST,403,2813,8/4/2008,1
901 3RD ST,404,5371,7/29/2023,2
901 3RD ST,405,4571,2/21/2023,1
901 3RD ST,406,3176,12/1/2011,2
901 3RD ST,407,4076,1/3/2023,1
901 3RD ST,408,5471,10/21/2022,2
901 3RD ST,409,4608,1/13/2021,2
324 IDAHO AVE,202,1042,,2
325 IDAHO AVE,1,1161,,2
325 IDAHO AVE,10,3343,4/1/2022,1
325 IDAHO AVE,11,1243,,1
325 IDAHO AVE,12,3826,8/7/2023,2
325 IDAHO AVE,2,2800,4/26/2024,1
325 IDAHO AVE,3,3063,7/1/2021,1
325 IDAHO AVE,4,3093,1/1/2022,1
325 IDAHO AVE,5,2850,11/1/2024,1
325 IDAHO AVE,6,4293,9/5/2021,2
325 IDAHO AVE,7,4173,3/1/2018,2
325 IDAHO AVE,8,3593,10/1/2021,1
325 IDAHO AVE,9,968,,1
403 IDAHO AVE,,0,,1
405 IDAHO AVE,,0,,1
425 IDAHO AVE,1,913,,3
425 IDAHO AVE,2,1280,,2
425 IDAHO AVE,3,1030,,2
425 IDAHO AVE,4,1350,,3
425 IDAHO AVE,5,1250,,3
425 IDAHO AVE,6,1202,,3
425 IDAHO AVE,7,1316,,3
425 IDAHO AVE,8,1064,,2
425 IDAHO AVE,9,1402,,3
425 IDAHO AVE,10,3674,4/24/2014,3
505 IDAHO AVE,1,3164,10/20/2003,3
505 IDAHO AVE,10,3471,10/1/2022,0
505 IDAHO AVE,11,3995,4/12/2024,3
505 IDAHO AVE,12,3747,2/1/2020,2
505 IDAHO AVE,12A,2834,4/15/2019,1
505 IDAHO AVE,14,2672,4/10/2011,2
505 IDAHO AVE,15,1036,,1
505 IDAHO AVE,16,1574,,3
505 IDAHO AVE,17,2695,3/1/2024,1
505 IDAHO AVE,18,2795,10/25/2024,1
505 IDAHO AVE,19,2688,12/19/2016,1
505 IDAHO AVE,2,1317,,2
505 IDAHO AVE,20,1265,,2
505 IDAHO AVE,21,1608,,2
505 IDAHO AVE,3,1203,,1
505 IDAHO AVE,4,3653,7/15/2018,2
505 IDAHO AVE,5,2122,11/1/2017,1
505 IDAHO AVE,6,3563,5/19/2021,3
505 IDAHO AVE,7,2676,7/1/2023,1
505 IDAHO AVE,8,2595,10/15/2023,1
505 IDAHO AVE,9,2728,6/6/2018,1
519 IDAHO AVE,1,3508,6/1/2021,2
519 IDAHO AVE,2,1499,,2
519 IDAHO AVE,3,2655,8/6/2004,2
519 IDAHO AVE,4,3708,3/1/2021,2
519 IDAHO AVE,5,3708,12/1/2020,2
519 IDAHO AVE,6,2795,7/7/2024,1
519 IDAHO AVE,7,2672,6/1/2011,2
522 IDAHO AVE,,1644,5/20/2011,0
524 IDAHO AVE,,1440,6/1/2004,0
526 IDAHO AVE,,3275,6/1/2024,0
528 IDAHO AVE,,2242,6/1/2017,0
530 IDAHO AVE,,3475,6/1/2024,0
532 IDAHO AVE,,2021,2/16/2011,1
525 IDAHO AVE,1,2115,10/1/1999,1
525 IDAHO AVE,2,2771,4/5/2023,1
525 IDAHO AVE,3,1687,,2
525 IDAHO AVE,4,2793,11/8/2021,1
525 IDAHO AVE,5,3508,3/1/2021,2
531 IDAHO AVE,,8213,7/17/2021,3
852 6TH ST,,3213,9/1/2020,1
608 IDAHO AVE,2,0,,0
608 IDAHO AVE,3,0,,2
608 IDAHO AVE,4,0,,0
608 IDAHO AVE,5,2183,,0
608 IDAHO AVE,6,0,,2
608 IDAHO AVE,7,1759,,1
608 IDAHO AVE,8,0,,0
608 IDAHO AVE,9,1779,,1
608 IDAHO AVE,10,0,,0
608 IDAHO AVE,11,0,,1
629 IDAHO AVE,1,913,,1
629 IDAHO AVE,2,2546,11/1/2014,1
629 IDAHO AVE,3,2403,2/15/2008,1
629 IDAHO AVE,4,988,,1
629 IDAHO AVE,5,812,,1
629 IDAHO AVE,6,2723,10/4/2017,1
629 IDAHO AVE,7,768,,0
629 IDAHO AVE,8,2260,9/1/2004,1
629 IDAHO AVE,9,3279,5/22/2019,1
629 IDAHO AVE,10,854,,1
629 IDAHO AVE,11,2430,1/1/2022,1
629 IDAHO AVE,12,731,,0
629 IDAHO AVE,12A,865,,1
629 IDAHO AVE,14,3223,8/1/2018,1
629 IDAHO AVE,15,846,,1
629 IDAHO AVE,16,2040,,3
629 IDAHO AVE,17,972,,1
629 IDAHO AVE,18,1265,,2
629 IDAHO AVE,19,1716,,2
629 IDAHO AVE,20,3893,6/24/2022,2
629 IDAHO AVE,21,1227,,2
629 IDAHO AVE,22,2330,,1
629 IDAHO AVE,23,4895,2/22/2024,0
630 IDAHO AVE,101,1899,,3
630 IDAHO AVE,102,1966,,3
630 IDAHO AVE,103,1224,,1
630 IDAHO AVE,104,1430,,1
630 IDAHO AVE,105,1193,,1
630 IDAHO AVE,106,1515,,2
630 IDAHO AVE,107,1535,,2
630 IDAHO AVE,201,1909,,3
630 IDAHO AVE,202,1558,,2
630 IDAHO AVE,203,1193,,1
630 IDAHO AVE,204,1227,,1
630 IDAHO AVE,205,1126,,1
630 IDAHO AVE,206,1382,,1
630 IDAHO AVE,207,1777,,2
630 IDAHO AVE,208,1517,,2
630 IDAHO AVE,301,1904,,3
630 IDAHO AVE,302,1568,,2
630 IDAHO AVE,303,1114,,1
630 IDAHO AVE,304,1221,,1
630 IDAHO AVE,305,1110,,1
630 IDAHO AVE,306,1212,,1
630 IDAHO AVE,307,1592,,2
630 IDAHO AVE,308,1511,,2
721 IDAHO AVE,,1094,,1
721 IDAHO AVE,A,2671,3/1/2023,1
723 IDAHO AVE,,2973,9/7/2022,1
723 IDAHO AVE,A,990,,1
725 IDAHO AVE,,985,,1
725 IDAHO AVE,A,990,,1
727 IDAHO AVE,,1861,,3
858 LINCOLN BLVD,1,1650,9/1/2024,0
858 LINCOLN BLVD,2,1012,6/2/1999,0
858 LINCOLN BLVD,3,1307,7/23/2007,0
858 LINCOLN BLVD,4,1600,8/15/2024,0
858 LINCOLN BLVD,5,1650,12/1/2023,0
858 LINCOLN BLVD,6,1700,7/1/2023,0
858 LINCOLN BLVD,A,2012,4/30/2022,0
726 IDAHO AVE,101,5898,7/25/2024,4
726 IDAHO AVE,102,2036,,4
726 IDAHO AVE,103,1913,,3
726 IDAHO AVE,104,4611,7/3/2021,3
726 IDAHO AVE,105,2470,,4
726 IDAHO AVE,201,5700,10/23/2024,4
726 IDAHO AVE,202,5824,2/1/2023,4
726 IDAHO AVE,203,3638,10/8/2008,3
726 IDAHO AVE,204,5198,10/6/2023,3
726 IDAHO AVE,205,6441,3/1/2022,4
726 IDAHO AVE,301,2059,,4
726 IDAHO AVE,302,1993,,4
726 IDAHO AVE,303,1926,,3
726 IDAHO AVE,304,4264,2/1/2017,3
726 IDAHO AVE,305,3548,6/1/2015,2
726 IDAHO AVE,306,3955,7/14/2014,2
801 IDAHO AVE,1,2450,4/5/2024,1
801 IDAHO AVE,10,2100,2/12/2013,1
801 IDAHO AVE,11,2725,6/20/2024,1
801 IDAHO AVE,12,2828,6/15/2016,1
801 IDAHO AVE,13,3395,6/7/2024,2
801 IDAHO AVE,14,2450,10/6/2023,0
801 IDAHO AVE,15,1146,,1
801 IDAHO AVE,16,2454,8/21/2021,1
801 IDAHO AVE,17,2454,10/29/2020,1
801 IDAHO AVE,18,3252,8/1/2020,2
801 IDAHO AVE,19,2850,8/19/2024,1
801 IDAHO AVE,2,2893,5/6/2022,1
801 IDAHO AVE,20,2725,7/9/2024,1
801 IDAHO AVE,21,3147,8/21/2020,2
801 IDAHO AVE,3,2863,1/16/2021,1
801 IDAHO AVE,4,1252,,2
801 IDAHO AVE,5,2574,2/10/2023,1
801 IDAHO AVE,6,3034,9/15/2018,1
801 IDAHO AVE,7,2702,4/1/2020,1
801 IDAHO AVE,8,2082,2/10/2014,1
801 IDAHO AVE,9,2750,8/12/2024,0
814 IDAHO AVE,,1316,,4
816 IDAHO AVE,,1316,,4
903 LINCOLN BLVD,,0,,0
820 IDAHO AVE,1,2536,2/8/2022,1
820 IDAHO AVE,2,2025,4/11/2020,0
820 IDAHO AVE,3,2000,2/15/2024,0
820 IDAHO AVE,4,2638,3/1/2022,1
820 IDAHO AVE,5,2324,9/4/2021,1
820 IDAHO AVE,6,2738,6/24/2022,1
820 IDAHO AVE,7,2088,7/17/2021,0
820 IDAHO AVE,8,1559,5/2/2002,0
825 IDAHO AVE,,2860,12/1/2013,2
827 IDAHO AVE,,2897,2/1/2007,2
829 IDAHO AVE,,1218,,2
831 IDAHO AVE,,2685,5/1/2007,2
920 IDAHO AVE,A,2495,5/1/2024,1
920 IDAHO AVE,B,2394,5/1/2021,1
922 IDAHO AVE,A,3295,5/24/2024,2
922 IDAHO AVE,B,2608,2/15/2021,1
922 IDAHO AVE,C,3276,1/10/2023,2
922 IDAHO AVE,D,3271,5/13/2023,2
926 IDAHO AVE,,2274,12/1/2011,1
929 IDAHO AVE,1,1463,,2
929 IDAHO AVE,10,4693,2/1/2022,3
929 IDAHO AVE,2,2613,5/24/2021,1
929 IDAHO AVE,3,2995,5/24/2024,1
929 IDAHO AVE,4,2602,8/15/2020,1
929 IDAHO AVE,5,3343,1/15/2001,3
929 IDAHO AVE,6,5595,11/5/2024,3
929 IDAHO AVE,7,4008,6/12/2021,2
929 IDAHO AVE,8,3426,6/1/2007,2
929 IDAHO AVE,9,3482,9/1/2009,3
2929 PENNSYLVANIA AVE,123,0,,1
2929 PENNSYLVANIA AVE,132,1604,12/18/2020,3
2929 PENNSYLVANIA AVE,261,4547,1/5/2022,2
2929 PENNSYLVANIA AVE,262,0,,2
2929 PENNSYLVANIA AVE,263,4276,5/20/2023,2
2929 PENNSYLVANIA AVE,264,0,,0
2929 PENNSYLVANIA AVE,265,1193,1/2/2021,1
2929 PENNSYLVANIA AVE,266,2770,6/1/2023,0
2929 PENNSYLVANIA AVE,268,0,,0
2929 PENNSYLVANIA AVE,270,1032,9/1/2022,0
2929 PENNSYLVANIA AVE,271,1413,12/5/2020,2
2929 PENNSYLVANIA AVE,272,1043,9/6/2021,0
2929 PENNSYLVANIA AVE,274,0,,0
2929 PENNSYLVANIA AVE,276,622,2/3/2023,0
2929 PENNSYLVANIA AVE,278,622,1/12/2023,0
2929 PENNSYLVANIA AVE,279,1413,1/8/2021,2
2929 PENNSYLVANIA AVE,280,0,,2
2929 PENNSYLVANIA AVE,281,4313,9/16/2023,2
2929 PENNSYLVANIA AVE,282,0,,2
2929 PENNSYLVANIA AVE,283,0,,2
2929 PENNSYLVANIA AVE,284,0,,1
2929 PENNSYLVANIA AVE,286,0,,1
2929 PENNSYLVANIA AVE,287,701,12/12/2020,1
2929 PENNSYLVANIA AVE,288,3409,7/2/2023,1
2929 PENNSYLVANIA AVE,289,1193,1/6/2021,1
2929 PENNSYLVANIA AVE,290,3478,5/13/2023,1
2929 PENNSYLVANIA AVE,291,1193,11/20/2020,1
2929 PENNSYLVANIA AVE,292,3660,12/8/2022,1
2929 PENNSYLVANIA AVE,293,1193,3/3/2021,1
2929 PENNSYLVANIA AVE,294,3618,1/15/2022,1
2929 PENNSYLVANIA AVE,295,2666,7/6/2023,0
2929 PENNSYLVANIA AVE,361,4668,9/10/2021,2
2929 PENNSYLVANIA AVE,362,4288,6/12/2022,2
2929 PENNSYLVANIA AVE,363,0,,2
2929 PENNSYLVANIA AVE,364,2745,8/19/2023,0
2929 PENNSYLVANIA AVE,365,1193,12/20/2020,1
2929 PENNSYLVANIA AVE,366,2652,7/18/2023,0
2929 PENNSYLVANIA AVE,368,0,,0
2929 PENNSYLVANIA AVE,370,2912,6/2/2023,0
2929 PENNSYLVANIA AVE,371,0,,2
2929 PENNSYLVANIA AVE,372,1074,12/1/2020,0
2929 PENNSYLVANIA AVE,374,1074,2/12/2021,0
2929 PENNSYLVANIA AVE,376,1074,12/20/2020,0
2929 PENNSYLVANIA AVE,378,0,,0
2929 PENNSYLVANIA AVE,379,1413,12/10/2020,2
2929 PENNSYLVANIA AVE,380,0,,2
2929 PENNSYLVANIA AVE,381,0,,2
2929 PENNSYLVANIA AVE,382,0,,2
2929 PENNSYLVANIA AVE,383,0,,2
2929 PENNSYLVANIA AVE,387,0,,1
2929 PENNSYLVANIA AVE,388,0,,1
2929 PENNSYLVANIA AVE,389,1193,12/12/2020,1
2929 PENNSYLVANIA AVE,390,0,,1
2929 PENNSYLVANIA AVE,391,1193,12/15/2020,1
2929 PENNSYLVANIA AVE,392,0,,1
2929 PENNSYLVANIA AVE,393,1193,12/14/2020,1
2929 PENNSYLVANIA AVE,394,3696,7/11/2021,1
2929 PENNSYLVANIA AVE,395,0,,0
2929 PENNSYLVANIA AVE,461,0,,2
2929 PENNSYLVANIA AVE,462,0,,2
2929 PENNSYLVANIA AVE,463,0,,2
2929 PENNSYLVANIA AVE,464,1074,6/23/2021,0
2929 PENNSYLVANIA AVE,465,1193,12/1/2020,1
2929 PENNSYLVANIA AVE,466,0,,0
2929 PENNSYLVANIA AVE,468,0,,0
2929 PENNSYLVANIA AVE,470,0,,0
2929 PENNSYLVANIA AVE,471,1413,12/29/2020,2
2929 PENNSYLVANIA AVE,472,1074,12/17/2020,0
2929 PENNSYLVANIA AVE,474,1074,12/10/2020,0
2929 PENNSYLVANIA AVE,476,1074,11/30/2020,0
2929 PENNSYLVANIA AVE,478,1074,12/10/2020,0
2929 PENNSYLVANIA AVE,479,1413,12/1/2020,2
2929 PENNSYLVANIA AVE,480,0,,2
2929 PENNSYLVANIA AVE,481,0,,2
2929 PENNSYLVANIA AVE,482,0,,2
2929 PENNSYLVANIA AVE,483,0,,2
2929 PENNSYLVANIA AVE,487,1193,1/10/2021,1
2929 PENNSYLVANIA AVE,488,0,,1
2929 PENNSYLVANIA AVE,489,1193,11/19/2020,1
2929 PENNSYLVANIA AVE,490,0,,1
2929 PENNSYLVANIA AVE,491,1193,3/20/2021,1
2929 PENNSYLVANIA AVE,492,0,,1
2929 PENNSYLVANIA AVE,493,1193,1/2/2021,0
2929 PENNSYLVANIA AVE,495,0,,0
2929 PENNSYLVANIA AVE,561,4755,2/15/2021,2
2929 PENNSYLVANIA AVE,563,0,,2
2929 PENNSYLVANIA AVE,565,1193,1/15/2021,1
2929 PENNSYLVANIA AVE,566,3024,6/29/2021,0
2929 PENNSYLVANIA AVE,568,2987,4/21/2022,0
2929 PENNSYLVANIA AVE,570,0,,0
2929 PENNSYLVANIA AVE,571,1413,11/16/2020,2
2929 PENNSYLVANIA AVE,572,1074,12/18/2020,0
2929 PENNSYLVANIA AVE,574,1074,12/19/2020,0
2929 PENNSYLVANIA AVE,576,1074,11/12/2020,0
2929 PENNSYLVANIA AVE,578,2983,7/16/2021,0
2929 PENNSYLVANIA AVE,579,0,,2
2929 PENNSYLVANIA AVE,580,0,,2
2929 PENNSYLVANIA AVE,581,0,,2
2929 PENNSYLVANIA AVE,582,0,,2
2929 PENNSYLVANIA AVE,583,4350,6/24/2021,2
2929 PENNSYLVANIA AVE,584,0,,1
2929 PENNSYLVANIA AVE,586,0,,1
2929 PENNSYLVANIA AVE,587,0,,0
2929 PENNSYLVANIA AVE,588,0,,1
2929 PENNSYLVANIA AVE,589,0,,0
2929 PENNSYLVANIA AVE,590,0,,1
2929 PENNSYLVANIA AVE,591,0,,1
2929 PENNSYLVANIA AVE,592,3721,11/14/2020,1
2929 PENNSYLVANIA AVE,593,3115,6/4/2023,1
3107 PENNSYLVANIA AVE,1,835,,2
3107 PENNSYLVANIA AVE,2,803,,2
3107 PENNSYLVANIA AVE,3,783,,2
3107 PENNSYLVANIA AVE,4,2784,6/1/2019,2
3107 PENNSYLVANIA AVE,5,1829,9/1/2016,1
3107 PENNSYLVANIA AVE,6,2295,8/1/2018,2
1702 FRANKLIN ST,,622,,1
3124 PENNSYLVANIA AVE,,639,,1
3124 PENNSYLVANIA AVE,1/2,530,,2
3202 PENNSYLVANIA AVE,,660,,1
3208 PENNSYLVANIA AVE,,2682,7/15/2004,1
3214 PENNSYLVANIA AVE,,702,,2
3218 PENNSYLVANIA AVE,,3013,2/1/2021,2
